% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT,forecast_24,residuals_24,forecast_36,residuals_36,forecast_48,residuals_48,forecast_60,residuals_60
1.838,1.6656,2573,2792,7530,1486,452089,,69529.05664308486,,69602.5375449807,,74163.45499350433,,58437.641480022285
1.95376,1.85968,2643,3244,8122,1493,436741,,11352.202711666003,,12324.586889849917,,28305.456198054366,,29683.798191235284
2.40407,2.38891,3270,4470,10396,1492,435177,,-4916.988434227009,,-804.7231188051519,,-38.460622303769924,,29555.093864419207
2.87453,2.78978,3387,4065,10192,1435,365334,,-66880.77925796766,,-62109.95487703453,,-61608.006382296386,,-57746.677174321085
3.02597,3.1154900000000003,3243,2868,8913,1359,286087,,-98121.89100665221,,-100434.34031541442,,-93893.88267784886,,-99702.00649357442
2.37817,2.26942,2927,2481,8386,1490,369521,,66947.61641156388,,65712.76335023361,,70641.89736450533,,49714.89554126258
2.09232,1.86355,2507,2756,7761,1467,416464,,16427.290493384062,,16922.042065769318,,23523.115417919937,,38943.035503672494
2.29396,1.99986,2548,3248,7909,1470,395477,,-10041.82336462196,,-952.3993058363558,,-10019.494373713213,,23838.95109254762
2.74501,2.4406,3410,4684,10888,1495,446119,,42285.27910610044,,58005.54627858166,,44841.99043854233,,69912.46445020393
3.04434,2.83018,3456,5648,12120,1472,428241,,-3998.5768890478066,,1561.7161519112997,,6079.209514984919,,20051.317369417346
3.49999,3.12343,3840,6995,14197,1484,454533,,18598.372600455885,,16380.539579683042,,22517.767924743355,,31342.133258191578
3.57851,3.27019,3879,6668,14031,1461,429057,,-21813.76693507319,,-17509.8392714684,,-22159.06723224034,,-8670.26600364875
3.28979,3.17757,3728,6537,14048,1460,442099,,6367.382656280766,,7520.316659878939,,8194.271655260702,,16005.024668571306
2.89149,2.72364,3016,5429,11801,1428,433281,,-6482.473248558934,,-5450.741834370769,,-6368.348165585543,,-1281.8365651328932
2.62075,2.50201,2798,4937,10715,1408,428255,,-9612.38962359255,,-2058.4230075453524,,-12162.365619323798,,991.1884665698744
2.5338700000000003,2.4272,2668,4031,9597,1361,395394,,-29799.651964956895,,-17099.580594562634,,-31065.89538017451,,-16048.165245134325
2.07251,1.96041,2049,3307,7562,1333,385735,,-15125.935262731044,,-4917.541689662961,,-9850.747528970358,,-3599.874071561091
1.87084,1.5914,1664,2508,6148,1303,386327,,-14480.29273876542,,-11240.704643360514,,-12691.77266697574,,-4606.32297268667
1.40042,1.36978,1445,1803,4958,1284,361955,,-24498.87225403724,,-13100.481456575682,,-19441.15583061456,,-5807.6586646894575
1.46887,1.36317,1429,1821,4869,1240,357183,,-11089.613604795595,,-4221.604697233764,,-5727.727530869306,,-74.1518453368335
1.15514,1.1737,1257,1523,4179,1206,356055,,2946.30671696685,,8909.523261922353,,9094.025250694074,,14147.468022218847
1.07901,1.06358,1152,1386,3695,1152,347413,,-10638.621814928425,,-6624.134381251119,,-1548.7423330791644,,5648.248465209734
0.98492,0.969711,969,1143,3077,1119,317311,,-24258.32256433263,,-22059.77091326355,,-22207.34571516636,,-10962.045302638027
1.03325,0.965362,917,1055,2860,1057,296262,,-31790.84158785036,,-29461.93256002682,,-27451.11431790935,,-22734.688944398134
0.926649,0.856749,815,861,2442,1025,285031,,-10740.625888586277,,-9382.234911036794,,-7215.196636985231,,-6760.822806974524
0.9201,0.863346,761,785,2243,925,259803,,-30200.602199930814,,-29746.058999331843,,-25343.03584366414,,-20463.47105559887
0.954094,0.93537,722,652,2058,831,220020,,-33241.055054417404,,-32786.416647700535,,-30566.30708391423,,-25567.004595253908
0.763278,0.7455689999999999,628,510,1679,796,225197,,4895.406688383169,,5711.237763066485,,5985.465695253806,,10091.412271937414
0.81722,0.740428,598,469,1614,771,217982,,-7352.578018906992,,-9848.984235227748,,-8200.676110976288,,-481.01320738281356
0.764586,0.6728970000000001,521,441,1456,749,216378,,-461.09753806659137,,-466.1540088549955,,-2700.691831210628,,5962.114276706037
0.793127,0.6662819999999999,514,408,1455,742,218376,,-407.78075380643713,,-1465.9815179712896,,-1415.1619756330037,,2893.943766049779
0.66909,0.662747,394,360,1169,711,176387,,-40320.65414318198,,-42217.03508451962,,-42972.158338787325,,-38786.864737841475
0.62115,0.545619,366,372,1086,697,199040,,9676.843779323302,,5595.859546051419,,5673.833873774565,,1590.4431616525108
0.6036590000000001,0.5862310000000001,446,345,1211,698,206574,,14316.575868066575,,11489.10671809176,,12492.730697956082,,13847.566739717615
0.649058,0.660687,477,392,1356,691,205241,,5066.446692147118,,4299.129366255598,,3722.115317916032,,11429.668864599342
0.568338,0.534093,321,311,1037,677,194161,,-9276.46133930239,,-12260.979691837769,,-11891.751715592429,,-10861.705906090967
0.651546,0.585549,389,385,1172,667,200154,,-2092.4310432441125,,-6933.609931098821,,-6203.157570987241,,-5564.922948836669
0.652176,0.618075,439,411,1283,666,207580,,13739.655603569758,,11282.32829317532,,9644.826997798285,,11281.220657462487
0.8038489999999999,0.687465,495,457,1448,671,210629,,5504.868117326609,,2126.1340295289992,,3800.281674363039,,6271.462413934583
0.787458,0.715696,502,500,1526,652,213219,,2762.488431267848,,-787.2780777929875,,-1278.3786147393112,,1201.7438688052935
0.943263,0.829313,519,545,1554,641,187384,,-23576.04400638424,,-28324.0000404437,,-26696.799716219306,,-26925.436934332276
0.946932,0.800912,496,682,1694,638,211509,,16631.265632211493,,12341.056323299243,,9305.321681984235,,8213.802292556094
0.987146,0.918484,609,681,1913,632,208278,,306.9604420114192,,-4097.454021709069,,-2352.186939321371,,-3996.928752372187
1.05206,0.8142590000000001,729,788,2228,703,273623,,70487.10080224462,,67835.16162859037,,64342.35748375807,,67089.28230218752
0.995184,1.07197,2187,1997,5641,1373,526227,,257837.8047058733,,254450.8392581974,,254771.26166373817,,264608.8424629464
1.22003,1.21786,2387,2433,6444,1429,529126,,2693.098395206849,,-1622.6810613441048,,3420.016080100788,,19898.982266361767
1.28548,1.24576,2583,2551,6941,1449,557172,,11080.185503184795,,-4436.123999465955,,18659.13787823706,,7653.510474681854
1.3775,1.35984,2871,2788,7434,1477,546680,,-7883.064023749786,,-12200.245578260743,,-5454.969928564038,,-856.795983802178
1.46725,1.44671,3074,2998,7915,1485,547104,,-6558.60413407546,,-13674.747014989262,,-12179.508251082501,,-737.4836653377861
1.55841,1.53286,3398,3303,8687,1539,566717,,10422.579615721595,,7439.201201159507,,11977.35874246899,,17100.973215048434
1.61958,1.6665299999999998,3563,3290,9104,1516,546284,,-26000.223008063273,,-28189.929287509993,,-27903.847300223657,,-15119.2064683598
1.8112,1.97488,3651,2631,8570,1523,433951,,-119414.96410945244,,-121097.9916873083,,-120244.5669889847,,-113344.33776788821
1.61865,1.67305,3679,3158,9171,1513,548159,,71409.24244246486,,69548.76738241967,,63746.2770036835,,52947.445274675556
1.62124,1.63405,3365,2907,8436,1487,516263,,-11519.306237759534,,-14502.534180632327,,-6584.039551135211,,3115.249622324598
1.6735099999999998,1.74595,3298,2694,8091,1453,463416,,-59040.828118203324,,-50603.10443345335,,-66334.29913357098,,-30489.18823400495
1.95096,1.93643,3580,2724,8750,1420,451862,,-26571.19070040947,,-22314.426911782706,,-34400.77624074154,,-32189.05120567896
2.5001900000000004,2.48905,3848,2348,8902,1426,357646,,-97890.2444274844,,-96262.63380642602,,-99616.31540812855,,-95770.02914676233
2.43939,2.25405,3737,2568,9706,1486,430603,,34723.90198045538,,36903.13530708908,,31658.025775876304,,24306.411580345943
2.29319,2.09147,3393,3644,11115,1509,531444,,84814.53011573374,,82997.0248964181,,93314.30580653215,,89002.98349530943
2.62907,2.35934,3664,4900,12197,1511,516966,,12648.403887291497,,20622.367960168165,,12494.176666129322,,39376.289949800004
3.92966,3.32331,4289,7661,17171,1508,516683,,-223.8637337879045,,12393.845333647856,,-12402.177314637229,,19379.486797038175
4.99202,4.43381,5222,11974,24812,1514,559609,,39956.86661378987,,46707.88608394348,,46282.5798584696,,40157.02855115809
5.7776,5.34547,6059,15323,31896,1526,596692,,50059.37709660758,,55121.97757456836,,54201.05101340311,,40393.86130009184
5.98318,5.42258,6244,14336,31625,1518,583210,,8432.107317152317,,12030.1904412593,,10324.438784130383,,-8251.67665001424
5.61677,5.303030000000001,5922,12783,30245,1497,570334,,-9081.45532022824,,-8976.376837688731,,-14415.974311753293,,-25394.14532355778
4.5323400000000005,4.24456,4978,9958,25027,1453,589626,,22842.052027373575,,21025.489006518153,,27338.898280190886,,5408.950150144636
3.83249,3.628,4420,7849,20254,1445,558269,,-29244.17125261412,,-25929.804003314464,,-33388.524252624484,,-27203.736985695316
3.21522,3.03463,3878,6112,16714,1412,550776,,-14205.22308442404,,-6960.696754990844,,-25011.687713435036,,-6135.030312694842
2.69245,2.53595,3153,4493,13040,1395,514205,,-47367.847831543884,,-39384.74855369225,,-43463.76267591689,,-39242.320279254345
2.03366,2.0573,2689,3395,10376,1379,504350,,-25899.431486837333,,-21020.22549387545,,-32645.52822987642,,-29056.706952578505
1.65275,1.7415,2372,2697,8583,1327,492850,,-18355.075306130748,,-12945.562528296956,,-20263.275833554333,,-21606.6667345959
1.3113,1.40652,2045,2354,7045,1318,500881,,9373.81401572586,,14956.632906856772,,8325.085908087553,,14273.635334528342
1.1652,1.26861,1857,2013,6079,1288,479187,,-24804.600946319522,,-20226.285341943323,,-26658.167393276002,,-15001.29618072405
1.02035,1.07719,1572,1713,4953,1208,459808,,-22761.71030829259,,-18920.853028070997,,-24145.730793838564,,-19406.82249226683
0.877607,0.993445,1466,1416,4224,1147,425187,,-34937.14475423249,,-34100.79612513032,,-36276.36589848378,,-32606.30103847297
0.8251069999999999,0.911212,1356,1381,4011,1098,440183,,11898.74696383084,,13105.438036524283,,9254.960884348431,,13851.202726834745
0.787315,0.972109,1439,1274,3904,1074,401601,,-27713.251885154576,,-27356.766412973986,,-27754.658015571884,,-23178.60295823519
0.805439,0.993258,1393,1116,3646,945,367075,,-42095.728683489375,,-41181.62367134722,,-46773.44566292263,,-42513.473619554425
0.8860610000000001,1.09132,1473,1083,3803,869,348477,,-14694.530436801608,,-18472.949871176505,,-17442.780917190423,,-21975.37345410406
0.743743,0.888446,1159,906,2933,789,330127,,-12894.473747925542,,-13454.971635959868,,-18718.81662706443,,-13274.123605882283
0.706842,0.887691,1113,886,2906,764,327366,,-7524.839262519847,,-11753.688706563087,,-17650.935231953918,,-10244.346448215481
0.655943,0.883187,1115,855,2842,755,321789,,345.91338905051816,,66.19464829179924,,-10599.869355807954,,-6205.999971770565
0.633492,0.8267559999999999,937,810,2534,730,306499,,-16294.228502248356,,-19049.975190366036,,-27356.91386062483,,-26785.577792238095
0.571837,0.783201,913,762,2405,713,307073,,-5304.965551281872,,-9262.239895548671,,-16178.134608758555,,-19106.990930314118
0.5582779999999999,0.78061,881,749,2431,710,311423,,6958.11732358177,,4458.013012309268,,-3641.903879441379,,-4832.002911022515
0.597893,0.769073,826,703,2319,696,301532,,-7423.572332277545,,-10645.328603915172,,-16888.97279864381,,-17349.0515175233
0.577222,0.721298,779,704,2166,694,300292,,-4622.489649440162,,-7560.730475977238,,-14930.82151776529,,-16591.28302860749
0.5969869999999999,0.7525270000000001,788,763,2289,676,304175,,274.3954633383546,,-4410.17632383242,,-9917.54250961059,,-12149.208171209786
0.564653,0.752721,679,706,2220,668,294930,,-4041.451550916361,,-8012.86629316496,,-12872.557430574961,,-15122.126601269178
0.5856819999999999,0.792766,789,745,2368,657,298701,,1502.6593328734743,,-2375.88021888613,,-8171.625858576037,,-12696.446466631489
0.503985,0.743896,730,754,2237,657,300714,,7646.198089937621,,3681.7377599566244,,-3229.35493563395,,-6818.16831027047
0.468139,0.814166,794,892,2429,636,298342,,-4753.402982442582,,-10868.29485862254,,-14257.571076912689,,-16113.833471171733
0.576455,0.8384010000000001,774,880,2461,666,293535,,2442.740173671278,,-2387.0309410372283,,-9440.454154074308,,-13367.29774816049
0.681361,0.851124,859,994,2788,685,327567,,25867.26082261413,,21391.192643833463,,14585.947535742074,,9766.956697867834
0.794764,1.10976,1062,1527,3735,679,336560,,17013.580112154305,,13031.065279587172,,8968.990547831869,,5067.180038059945
0.868116,1.03114,983,1306,3400,716,329731,,5144.066369380511,,651.0142925961991,,-4941.218119660625,,-7142.301884253975
1.06828,1.02284,1535,2352,5687,1435,555999,,211148.1694995833,,205099.01158510754,,199312.2172421582,,195181.59583695716
1.00756,1.03017,1861,2291,5959,1500,578446,,-13118.255544541986,,-17732.916386675555,,-16783.983519788948,,-25556.073165483074
0.979399,1.01245,1869,2219,5896,1525,582351,,1901.017770142993,,-6079.437074852409,,13282.40654312144,,-13220.067917249398
1.04943,1.08359,1976,2474,6485,1527,598473,,10340.38081009104,,4202.184067728231,,17886.304110015975,,15691.171739774174
1.13218,1.1657799999999998,2119,2547,6987,1545,599343,,9466.51722559915,,8185.792415193515,,15415.949476800277,,14789.171616822365
1.13156,1.1913,2276,2668,7297,1555,612526,,11169.93468608358,,12770.223341442645,,18407.23928519874,,18577.996033577947
1.15469,1.28075,2512,2854,7667,1555,598635,,-11630.945840613567,,-13848.394707255065,,-6232.092551671085,,-6231.765623735031
1.20448,1.27053,2600,2828,7733,1563,608646,,4417.131354719866,,2109.114463323145,,8260.441157159512,,10720.994791482692
1.36081,1.59578,3024,2412,7634,1523,478386,,-133213.57115946687,,-135723.4493833282,,-128030.12580725027,,-125945.7735061131
1.30322,1.4585,3114,2913,8708,1551,597052,,79856.5922555647,,76762.48724529933,,77150.75689057051,,67735.27070422063
1.30204,1.49921,3252,3024,8689,1543,579573,,2461.4586256997427,,-3736.1759026393993,,15551.886932462221,,12313.211981124128
1.45109,1.62982,3137,2579,7812,1416,479318,,-100351.80120271666,,-95415.47324072546,,-105940.94871539855,,-74668.98949135572
1.79927,2.15561,3897,2367,8706,1484,403876,,-98135.67046615924,,-99900.84270578122,,-102643.47168402286,,-103687.06823696685
2.12134,2.02053,3814,2042,8603,1490,425780,,-13201.17115934391,,-16056.336159976374,,-18647.716177283786,,-33154.174720433424
1.47138,1.54566,3245,2548,8956,1539,579428,,124556.58801083273,,118577.2735759266,,132829.2261653046,,127711.137227292
1.61555,1.64224,3142,3345,9289,1512,565631,,20576.591910698102,,25699.57280096796,,26533.088325621327,,54741.26748382847
1.95333,1.96524,3602,4597,11456,1566,582932,,33409.466197606525,,46836.00399748597,,15951.176588527393,,57429.857349488884
2.4290700000000003,2.34368,4039,6602,14324,1554,611176,,23758.024866270367,,29282.117437556968,,23617.19964876864,,31012.680555395782
2.96686,2.86057,4606,8882,18268,1580,638613,,36308.097710861126,,32418.580313006183,,31743.1683369932,,41362.02696102578
3.57354,3.3421,5064,11215,21667,1569,648304,,16625.378493080614,,18722.527910298202,,14774.555453671259,,25523.626305650454
3.3665300000000005,3.20566,4848,9851,20022,1543,624583,,-17477.04354173923,,-18945.306705737836,,-27459.36132850265,,-17328.8273804778
3.2962,3.10049,4694,10092,20450,1544,659573,,36459.09169094544,,34317.19650350523,,31791.64772957086,,32830.57900836633
3.17227,2.95819,4420,9116,18441,1534,623389,,-18173.944255047245,,-17737.15956212557,,-26110.632980999304,,-13968.700574715156
2.5804,2.46381,4046,7446,15711,1524,637672,,7151.994591958122,,16198.1124257365,,-1256.1525088332128,,12712.031301917857
2.42922,2.19272,3657,6036,13277,1494,605503,,-24719.686772210523,,-23673.4312517863,,-27644.863356504706,,-18666.97546266741
1.99028,1.87395,3237,5052,11400,1470,608342,,-1471.4073066214332,,5368.287019305397,,-7685.438334465143,,10714.109134311322
1.72423,1.64817,2829,4283,9669,1440,586651,,-20820.17151009105,,-14129.977281407802,,-21454.2247522393,,-13392.672708085389
1.60355,1.49878,2577,3407,8460,1422,564460,,-21490.574915574514,,-15591.468585822964,,-28946.749149592244,,-18007.523890966666
1.28418,1.29233,2371,2761,7222,1415,558837,,-11263.132464428083,,-2863.4936202839017,,-11459.29030556383,,-9592.700765779591
1.2932,1.27164,2353,2855,7348,1445,577836,,16312.860611983691,,18576.95172788971,,13974.18951463059,,16346.737959184451
2.74012,2.98159,4821,8043,18627,1405,624734,,48721.55395179789,,53399.390671231435,,49872.73851885146,,55564.53925535816
2.22391,2.43702,3920,6221,14578,1422,598189,,20586.563378771418,,35067.11669059633,,31024.170991131454,,31636.04214965843
1.76657,2.2813,3236,5888,12554,1372,550300,,-90989.74022806389,,-110834.59772896464,,-100866.72530083661,,-101823.99436835386
1.92171,3.81572,4188,12026,20774,1331,544432,,5196.155153138097,,-5525.813228568528,,-18349.16458373505,,-29368.216149677755
1.8611,4.21315,4496,12461,22394,1314,531526,,35519.38070651848,,42556.08657535148,,20449.448307586892,,-9847.112020095694
1.68423,3.1783200000000003,3865,8615,17105,1305,538177,,43243.33071661764,,48780.59855123621,,28577.801720383577,,-3549.7655264809728
1.7393,2.50972,3072,5660,12392,1296,493761,,-40265.83115104539,,-41716.869107453735,,-57029.84074168722,,-43227.68322111748
1.83001,2.06632,2623,4740,10780,1280,521701,,-1164.601570467581,,6206.847907481017,,-4736.293239538209,,13964.499532738642
1.58128,1.71805,2299,3700,8801,1279,512268,,-16312.821978464257,,-6808.505111214356,,-12525.860807097284,,-1581.6871796841733
1.4917200000000002,1.55965,2145,2893,7422,1237,475877,,-45580.732397638494,,-40337.199910320924,,-48196.89166425256,,-34668.48127342365
1.389,1.30856,1701,2481,6290,1246,480680,,-5588.776235035737,,-3989.227302518091,,-7294.615902546386,,-5702.848397131951
1.34702,1.18695,1581,2437,5964,1248,502466,,9626.994430335471,,11102.295932112436,,10972.395485806454,,9964.898836414155
1.16056,1.13796,1608,2285,5735,1248,503971,,9092.936507249367,,14843.36393224902,,9122.117911508132,,14111.512258848
1.2085,1.15005,1519,2199,5587,1254,485804,,-15337.87369715405,,-13665.865647541941,,-13745.576084845641,,-10155.962928773777
1.15544,1.1126200000000002,1651,2082,5526,1230,496666,,2303.556366947596,,1695.5184264937998,,2604.238026274834,,-1863.1730214142008
1.14518,1.16142,1645,2321,5877,1234,506019,,15370.03320734197,,15510.429975961917,,18324.067994543002,,16636.67761456757
1.4664,1.64107,2167,4210,8941,1286,544827,,41683.534323311585,,40032.101613393694,,43318.52241311211,,45652.88642895938
2.38017,2.47166,2883,8253,14556,1320,588916,,59008.60191649431,,60873.57366566046,,58471.51815546537,,55815.549389263615
3.44681,3.71969,3713,13114,21350,1358,573972,,-1577.992209654767,,-1435.0193957886659,,-5277.5020000949735,,-6222.944430017844
4.05315,3.94975,4087,13407,22561,1367,571201,,1226.458161600167,,-285.6865052911453,,-7864.537692075362,,-27593.735540923313
4.26621,4.08756,4445,15326,26091,1380,638302,,71476.28068919806,,67046.03521511727,,68033.28502736683,,49727.26975952333
4.21579,4.01897,4462,14152,24454,1313,608464,,-4016.4509131076047,,-9269.16028400592,,-4136.563109515817,,1903.4313749755966
4.8861,4.603619999999999,4974,16291,27919,1331,606458,,15620.741603044211,,21183.124019746552,,8317.226106110844,,24067.565945987706
6.06923,5.66087,9302,27406,48420,2056,855346,,256774.64934939228,,260105.77014674037,,250836.61294234998,,254850.03143121826
7.09467,6.81522,11527,32585,58196,2134,853912,,-63318.963707266026,,-53384.720910130185,,-59073.25071948441,,-20871.91656128608
7.7151,7.618889999999999,13187,39364,69068,2162,906536,,40308.89596430969,,15551.964914372307,,39945.201930923155,,27885.56268129556
7.55134,7.38836,13174,36860,66411,2167,898860,,13878.344809071627,,583.1604035085766,,4394.559709030553,,27895.19387855206
6.6711800000000006,6.33927,12161,30860,57017,2197,899425,,44480.53540092171,,47167.77361666458,,30888.783352096332,,65698.40083338413
5.20633,4.94349,10151,21112,42729,2191,864348,,6102.72534412879,,6890.434441953781,,-11549.891943773488,,42808.59978668124
4.04477,3.80996,8979,14652,32520,2157,853552,,22555.947295738268,,40120.75597848161,,26095.088637652225,,66895.64453649346
3.49722,3.44106,7716,8237,22508,2146,654101,,-168869.95147266414,,-147502.05026108515,,-177684.48296872387,,-116759.91347290436
2.69023,2.66773,7195,7988,21730,2122,814550,,106421.66502104956,,127844.22802196024,,101578.28324035171,,118516.25430893758
2.47119,2.47183,6490,7218,19325,2093,781811,,2404.7203427132918,,16716.9417720231,,12544.258291356033,,38335.76155498426
2.44773,2.345,6275,5785,17081,2014,728401,,-48346.8425298268,,-23117.078440175625,,-65128.08285844652,,-1042.7736583868973
2.64594,2.71435,6078,4127,14575,1934,536961,,-196551.50276533084,,-181681.0093493216,,-205499.0500610281,,-182788.95972381916
2.61567,2.67667,6598,3726,15613,1937,583299,,-8676.094729546225,,-8177.901336230338,,-21726.083470385172,,-28993.77268259134
1.90712,1.98284,4998,3961,14299,1996,721138,,130060.63198196341,,133399.592452324,,139401.20913248218,,137159.20682426682
1.86738,1.82749,4877,4614,14088,2016,770895,,65619.32168653561,,69287.26035060466,,65430.19776337256,,98845.12170219235
1.88072,1.92606,5399,5079,14757,2053,766177,,31430.767303303466,,61061.709634049796,,13358.494662062381,,69046.77898763632
1.96908,1.92495,5333,5655,15122,2026,785580,,11596.824409763678,,15868.49442612275,,9012.701445253915,,40684.549563046894
2.11387,2.08877,5816,6142,16037,1996,767773,,-16309.07039449201,,-22408.890096530085,,-18195.385030734586,,1138.1705800121417
2.09695,2.0343400000000003,5496,5577,15381,1977,756068,,-11171.126122088404,,-8178.419511033571,,-18788.51169603062,,12238.011448072386
1.90294,1.97649,5388,5536,15065,1954,762208,,-3100.486115402775,,-5431.276479368913,,-4732.419492314686,,8328.939482954098
1.96951,1.99362,5040,6207,16087,1990,806925,,54238.11963991483,,57971.75398601231,,44151.71292319067,,63702.91987141827
1.92331,1.85383,4281,5685,14486,1953,781411,,-15396.00423978339,,-6461.23771154054,,-16431.43826840399,,-665.9628126069438
1.89659,1.8673,4612,5270,14354,1946,768702,,-10187.303067145986,,1076.8005352780456,,-18676.949966437416,,-11247.527363703703
1.75181,1.69987,4063,4466,12601,1933,741293,,-20688.332696896046,,-12404.218615920865,,-23011.95944474032,,-13615.212947538937
1.52632,1.49741,3625,4108,11191,1917,747358,,-11476.651171670412,,-13972.449826885131,,-7837.453771872097,,-7010.446135154343
1.4957200000000002,1.45112,3408,3733,10359,1875,713863,,-27912.682877281914,,-21779.888661899487,,-27903.912150821416,,-22644.33025536721
1.2231299999999998,1.20715,3090,2933,8813,1850,730068,,13993.438588922261,,21914.920994131942,,16833.34831834759,,24298.291055216687
1.17754,1.17415,3117,3110,8801,1831,749563,,28017.49001366843,,32101.777088990202,,33802.56659439183,,40863.89269897528
1.09112,1.1620700000000002,2921,3044,8362,1765,719580,,-15466.147989894263,,-10226.496145058074,,-12406.416666183039,,7343.621212932863
1.11958,1.17213,3081,2972,8440,1755,720054,,-1119.292806797428,,2465.357671602629,,2665.616325932322,,11632.117232235614
1.08169,1.12168,2781,2901,7914,1710,705551,,-9728.731574886595,,-7758.816649852437,,-9680.257079881267,,-1458.9049389110878
1.12497,1.14981,2851,2645,7697,1664,669414,,-39075.08285156905,,-39935.85289753368,,-36586.3717902035,,-32848.2689692307
1.06197,1.1332799999999998,2816,2553,7603,1624,670887,,-2488.6377770634135,,1942.2286577766063,,-2771.377270054538,,1303.6101841970813
1.08909,1.08171,2636,2188,6853,1497,633532,,-34000.33503933833,,-35477.48325087875,,-31201.926532794954,,-29041.673947992153
1.1776,1.19959,2413,2172,6595,1421,549773,,-79923.41800565377,,-77413.69494302501,,-80930.85875722626,,-70606.17117514205
0.97493,0.952808,2147,1831,5755,1435,604004,,31762.264707777882,,33159.671983916196,,26450.550935702282,,23720.384681842872
0.987132,0.916032,1975,1784,5316,1405,580329,,-12387.44954603922,,-12190.04374374135,,-12461.643309668754,,-14539.801669331384
0.995991,0.926582,2027,1779,5334,1384,575664,,-6417.537405299372,,-2257.6661396268755,,-9900.213865962578,,2277.796442063176
0.904726,0.8696200000000001,1754,1541,4718,1347,542536,,-34822.75560395385,,-32248.593733390793,,-34023.84379253979,,-32242.595049515483
0.941927,0.903133,1753,1566,4691,1353,519414,,-32288.14433642919,,-35518.04831418197,,-34766.56930872158,,-38041.83951524203
0.880415,0.773776,1458,1450,4234,1284,547187,,17007.018828279804,,18445.735946093686,,14970.497044668999,,9444.340611472144
0.842615,0.7427739999999999,1323,1335,3950,1265,531790,,673.5857354984619,,1143.633659461746,,5643.259668208542,,5028.025047504809
0.858382,0.730934,1290,1279,3850,1250,526723,,-3490.1590759914834,,1258.1100757652894,,-5731.000631236704,,4474.865511957672
0.83383,0.786882,1381,1357,4077,1241,518121,,-9286.518682309543,,-9457.840110546793,,-9126.867072276189,,-11657.291146926582
0.8474370000000001,0.763051,1378,1307,4008,1212,525260,,5909.022239181504,,4074.9105770174065,,6839.998768770427,,3001.477465090109
0.888273,0.841043,1485,1592,4518,1225,537190,,16470.9170685687,,14398.899353576475,,17941.591533226136,,17491.246489311336
0.765372,0.791573,1520,1592,4420,1235,558382,,24530.096258487785,,23615.946712592384,,24260.186812863685,,26876.599013364525
0.91858,0.912732,1564,1866,5007,1170,548573,,-3644.345908445306,,-7109.616569861653,,-5001.277902892325,,-3372.5917389009846
1.01432,1.03398,1850,1959,5493,1198,531250,,-7518.395205496345,,-8781.888204627787,,-9416.21558615542,,-8088.791144197108
1.01233,0.934009,1720,2118,5510,1210,589930,,47125.89023125288,,45166.501520657795,,41759.073519855505,,40719.28017428226
1.11803,1.08189,2134,2510,6741,1206,623077,,45963.59850142349,,39029.45767902746,,45151.19974303013,,43252.24982674816
1.11806,1.06563,1995,2383,6387,1254,599366,,-2429.4068265283713,,603.3759423462907,,-5419.676331184804,,8760.48783870053
1.10939,1.13505,2627,3142,8473,1838,746485,,124852.34810739139,,117842.56820113782,,115763.03010427381,,114385.6947455277
1.24341,1.25256,2953,3522,9347,1875,746230,,-38398.223444642266,,-43149.89923370106,,-40046.39615637704,,-60565.340756528894
1.25726,1.2457,3044,3641,9684,1907,777397,,20740.18102904712,,13111.80344204302,,32244.18552164198,,1911.4128795404686
1.25734,1.26774,3226,3822,9904,1929,781234,,4482.775848425226,,3707.434471466113,,17244.49095467571,,16387.753857651143
1.43414,1.43723,3451,4397,11020,1947,766753,,-13822.261709110462,,-15374.67902699206,,-9809.2062034806,,-917.2890786032658
1.5183799999999998,1.53341,3927,4679,11807,1940,769982,,-8408.067120124237,,-7714.928946081665,,561.633879117202,,595.0156140278559
1.61617,1.69445,4416,5322,13336,1921,787038,,17242.326129403198,,15864.419490502449,,23300.44979788072,,29285.17102995352
1.84378,1.9915,4598,4145,12079,1938,606527,,-173957.37800578983,,-176834.92978869576,,-166458.13206710538,,-150921.53191587713
1.72535,1.81305,5045,4978,13997,1964,772016,,94503.81947634928,,90839.70137754106,,89127.02613750298,,79729.88623375364
1.87923,2.01426,5060,5867,14958,1936,742606,,5551.347739073215,,-737.5484549457906,,21603.34376805171,,21634.869057458942
2.3371,2.5565900000000004,6300,7194,18022,1916,704923,,-40554.51833762403,,-32758.40613585082,,-45183.9400538794,,-277.64203343424015
3.03533,3.38185,7295,7071,19899,1840,588406,,-125166.6972343995,,-120827.68930270209,,-131869.6361515232,,-112858.66554596962
3.136,3.43172,7478,5764,20346,1887,592880,,-26593.618918919936,,-37403.64771605376,,-29570.563058476895,,-35137.082839488285
2.53336,2.69151,6584,6342,20026,1923,744043,,121473.97081264912,,115653.27864993876,,125553.6663627727,,115578.59939008218
2.91288,2.91063,6238,7773,20721,1921,711908,,-12644.851248848601,,-12980.761855796096,,-23483.11217605858,,14017.690961289802
3.44497,3.49232,7247,11243,26257,1964,751850,,39032.903519427986,,61910.7880669944,,16137.062255979283,,60442.57546431606
4.16185,4.0037,8007,15291,31975,1947,798637,,51402.37775944255,,61030.928711463115,,42954.0437467501,,57073.876189988456
